point_id,demand_2027,demand_2028,forecast_error_std
0,272.4388305918222,304.8659728992938,9.47864072978932
1,216.7277112582909,241.9849451621895,3.498374412376546
2,287.8903021512813,321.47563767433127,9.627293044201899
3,309.15178445436266,345.98826515725045,9.70706380397757
4,175.70755909116988,195.70964617762024,7.689590627704977
5,198.3212859229737,221.28015238600958,4.22819001315071
6,245.2724334201612,274.1640302399792,7.673326080993499
7,266.4839606165922,297.49820940491014,6.360146543412248
8,259.3623204711903,289.96172668463095,3.248500168671567
9,230.4942526980661,257.29579069860995,4.673956565583681
10,300.9990114186845,337.26772031940266,5.850469899886334
11,299.4260633763336,334.36794611070644,12.19137627992851
12,277.84738292551054,310.4043608982162,9.19205175615925
13,308.49626828561026,344.94192869285513,9.28979437068689
14,306.9076654731734,343.58472522662134,14.92913164042855
15,222.00694478958016,247.6336248306888,7.569060210593128
16,293.332244217539,328.29548329992843,7.097895439869476
17,249.93886429909526,279.37756877839,6.3067961338675405
18,322.8968489659856,361.22509277536926,3.5769526970699177
19,301.1065997455033,336.4018954445621,10.6777934973871
20,310.3431490624586,346.3642396137085,5.4842290930863165
21,304.17980583964646,339.36759808388365,6.111357686554221
22,452.2190319078348,506.15740549753167,15.640333773983276
23,374.9150365437815,419.55762913175477,12.620448817854824
24,395.56792121416396,442.6484367246918,13.079826918755733
25,447.57786636013964,499.7133160357356,8.505865141069707
26,553.132115708463,618.9777700042905,16.189703985412326
27,627.0113284256988,701.0650049421411,11.226959410972526
28,669.2273265698235,747.2542939473269,14.498121027262627
29,731.7361436164374,818.1101068456604,15.827308414877628
30,1019.404440535909,1139.6078198254381,31.03101956452189
31,751.0669635977788,839.1309916329706,26.63783804958238
32,800.4863152019637,894.2642634619559,24.27895905875135
33,802.7331129028236,896.9938060373321,13.679414507973831
34,1032.9914625161207,1152.6722153491992,19.657230119344792
35,1259.4634264634353,1411.3817793990358,39.88566790191936
36,1019.4492780055701,1137.9641998355528,22.96406054511853
37,989.8461867250036,1105.7334707362884,16.832408157806594
38,984.6717766074272,1100.7424101680886,13.945574749404042
39,1242.8925444349932,1389.8512047125264,40.049932719832384
40,1331.3979396659674,1487.667549046619,29.272440841614184
41,1285.1628484536868,1436.7964277611761,31.97315209989148
42,1019.5080734505063,1140.0609819862857,19.02082379773064
43,1122.3626307335073,1253.3384787924463,46.293103654696246
44,1166.411075178229,1304.8582235222843,24.710702409602497
45,1040.2317687629868,1158.0182577474689,44.23185912688364
46,1086.6100585345946,1214.207260571817,19.50453107032247
47,963.9562318721643,1077.7782587673896,39.70726893777867
48,889.1594571231063,991.479262162656,28.7860097726714
49,818.4075784528261,916.749770375029,17.5910756207781
50,779.9604260811597,871.7278607700636,19.787460825573604
51,756.7082666062176,845.0176744223463,26.962560765328238
52,479.1249242655075,535.21810369298,3.84033093072794
53,525.5759296971855,588.3364466919147,9.20913030396609
54,477.9427030608848,534.1548792929591,12.668535969111344
55,432.77316966261236,482.9996890919307,9.444785909339798
56,420.6140751595205,470.1284542582236,10.458052148757554
57,477.8311779610441,534.4917089870887,8.29207845199718
58,305.3314704612749,341.4701089746788,1.8302246021724793
59,378.54894588495813,423.39826524143837,8.286337550516533
60,237.82956905776913,265.6942587848507,5.3151719032555
61,280.84937919130977,313.4176157917154,5.119675110642575
62,294.7023514267664,329.1601766414767,3.8753899639426477
63,292.33557322101626,326.5218456804751,10.291590447684067
64,297.8477065312967,333.67857777620486,11.815329003150763
65,297.05156136424296,332.79511176098623,8.086247406541226
66,248.19034405003634,277.06325582237235,6.371711694071777
67,238.932978626565,267.3797542739387,10.46044540325253
68,325.7953253690548,364.49772001570267,10.088325419796394
69,250.95571607945098,279.9535845106127,6.951886509698811
70,207.06473837521116,231.2953549548629,7.729207950534175
71,236.66653001423086,265.1074431535288,7.7069762260999575
72,231.52111495544904,258.6678071258503,4.869534163171015
73,288.74405002849926,322.5755018455858,13.409048239497652
74,268.99964044473666,299.8987909452493,5.16130921634806
75,303.40021583343525,338.78516868821555,6.046943621975184
76,261.0813209763176,291.8654968142678,3.44246786646389
77,279.2524738175655,312.28191494715503,4.389988646476283
78,284.76938814360085,318.53292146579224,8.763333188796162
79,258.5989013130817,288.8811320802018,15.967893096569387
80,310.7988172474176,347.4228696659175,4.128626413799111
81,271.51102219909995,303.34779591327026,6.509174177223658
82,284.42107875153715,318.8071529578636,4.760362096726397
83,302.8819255832038,339.0044855249832,12.791017787682812
84,275.4043028316442,307.06401324400275,5.76562507197641
85,365.4931640086159,408.2056046717421,4.855572032885391
86,350.9288153519428,392.89413039550845,12.206041795924603
87,428.688888991716,478.101294769874,6.452218371237676
88,489.63212960071246,547.3497998535754,8.522378812020671
89,479.83073134957556,535.0060706579627,15.304792147288769
90,613.0993549978922,685.0696163295826,14.793986633479449
91,596.7788170943202,667.3133745216878,18.118276214706828
92,608.1500270511287,679.8735045473933,19.575509014563476
93,740.3899702196244,826.248672647229,30.856139148448946
94,592.7007353500596,660.8565649562598,9.643094513886648
95,699.0545187735883,779.9532436637699,22.589893790933697
96,703.5327200185088,784.5941530585773,26.842027746857436
97,842.8871996805847,943.5271860982713,11.562564291872576
98,1130.152561897433,1260.7700357867143,69.41317368855361
99,937.3719487919349,1047.6903960553918,20.373721979995015
100,1112.5890255949898,1243.4086301613413,28.736951485418384
101,1355.2629480863156,1516.1547819792388,50.24214520914058
102,1120.7819273508378,1255.1259681576448,40.56911592721527
103,1354.6410257914285,1512.964707433978,45.235716779045255
104,1012.5179885545001,1132.0409770687772,41.670296557067104
105,1214.6891419024341,1360.6782294366394,36.79844716997571
106,1062.8213280976781,1186.831117178945,18.04599122986821
107,1130.9207936267894,1260.5528225051073,21.395938523545105
108,1314.4404296750477,1468.6708363961102,56.081684354664944
109,801.6802675416386,895.5481376253775,11.090012295888918
110,1074.8828296523475,1201.8537430223826,15.826196785609902
111,1033.3478457206984,1153.6410511029862,27.987936356988794
112,839.7999076555482,937.4061254178215,16.57314527321013
113,654.7909015113909,731.7884862792444,18.97150566454703
114,768.0098775964171,858.1945360305473,17.884025583342932
115,645.0683160151564,719.4013008064577,27.017804845367408
116,659.9255168316544,736.7787940542771,13.506671429481496
117,562.5878561328698,628.5427850159272,13.74113184916423
118,695.5169324738271,778.3076182995794,9.826841186362238
119,486.4318010412484,543.249494673401,11.417310518531206
120,367.11280242910124,409.1227612456315,10.592525849126694
121,441.8257972562231,494.2350597328687,10.049637464491758
122,386.2747081498869,431.3153319385167,9.59449330389469
123,447.4818524395156,501.1809194692919,16.83473762487201
124,370.8450194555101,414.28418333877954,5.421719634015949
125,323.1730727829275,361.23533208038884,11.24677055515199
126,339.50908134296526,378.2289088513279,5.547226217937677
127,220.70680769333907,247.05481933122388,5.5721035173027476
128,245.46764534571912,274.72191248699767,4.42041713985722
129,235.5464294215481,263.1088128680882,9.472327748818852
130,254.04440893988112,283.6622353955833,4.108453986570282
131,217.56630776193663,242.33113996611286,4.262580522624012
132,301.7209598635781,337.71624652646983,10.238847711432243
133,285.9432901451524,319.63896246342506,10.582954598084468
134,218.82663637877312,243.7706042227399,5.130434296917491
135,257.34988936931416,287.66502108283083,7.919492067038756
136,307.2067201076857,343.979019883933,4.404258520298157
137,330.69895571748043,369.5493647895677,7.527183074610398
138,382.1539626439614,427.3219719869466,11.051335347182208
139,421.19751916209975,471.3514187140954,9.161516302644447
140,299.2676527498884,334.2855615600578,12.720260247765498
141,226.54913878342887,252.7043802966657,10.423593106252275
142,188.86710050724764,210.7173173128971,2.2113937109235113
143,288.1907636284608,321.4677332260302,8.60545997023691
144,260.240565162676,290.88669800742855,12.858044923729047
145,275.9204298421758,308.62490848838456,5.625326024946045
